# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = stan_model_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = .input.data.R
# init = 2 (Default)
# random
#   seed = 1460155656
# output
#   file = stan_out_sampling1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,alpha,delta,dx,t.1,t.2,t.3,t.4,t.5,t.6,t.7,t.8,t.9,t.10,t.11,t.12,t.13,t.14,t.15,t.16,t.17,t.18,t.19,t.20,t.21,t.22,t.23,t.24,t.25,t.26,t.27,t.28,t.29,t.30,t.31,t.32,t.33,t.34,t.35,t.36,t.37,t.38,t.39,t.40,t.41,t.42,t.43,t.44,t.45,t.46,t.47,t.48,t.49,t.50,t.51,t.52,t.53,t.54,t.55,t.56,t.57,t.58,t.59,t.60,t.61,t.62,t.63,t.64,t.65,t.66,t.67,t.68,t.69,t.70,t.71,t.72,t.73,t.74,t.75,t.76,t.77,t.78,t.79,t.80,t.81,t.82,t.83,t.84,t.85,t.86,t.87,t.88,t.89,t.90,t.91,t.92,t.93,t.94,t.95,t.96,t.97,t.98,t.99,t.100
50.8179,0.97451,0.448786,3,7,0,1.44069,0.06815,0.0661288,0.309808,0.442886,0.556032,0.642175,0.697242,0.720275,0.713069,0.679478,0.624673,0.554579,0.475635,0.394872,0.320138,0.260202,0.224466,0.222128,0.260791,0.344771,0.473491,0.640426,0.832995,1.0336,1.22178,1.37705,1.48204,1.52519,1.50255,1.41835,1.28415,1.117,0.936744,0.763165,0.613354,0.499749,0.429034,0.401954,0.413931,0.456254,0.517595,0.585561,0.648094,0.694556,0.71645,0.70778,0.66513,0.587563,0.476432,0.33521,0.16935,-0.0138501,-0.205425,-0.395084,-0.571785,-0.724563,-0.843598,-0.921376,-0.953777,-0.940888,-0.887361,-0.802198,-0.697973,-0.589548,-0.492462,-0.421206,-0.387605,-0.399493,-0.459839,-0.566404,-0.711958,-0.885022,-1.07105,-1.25393,-1.41762,-1.54775,-1.63299,-1.66606,-1.64422,-1.56932,-1.44733,-1.28765,-1.10214,-0.904213,-0.707876,-0.526893,-0.373942,-0.259737,-0.192077,-0.17486,-0.20719,-0.282797,-0.390006,-0.512461,-0.630663,-0.724242,-0.774655,-0.767887,-0.696644,-0.561622,-0.371559,-0.142043
51.8284,0.996025,0.448786,3,5,0,1.36261,0.061681,0.0782058,0.325113,0.443796,0.54865,0.633175,0.692048,0.721642,0.720475,0.68953,0.63241,0.555297,0.466681,0.37683,0.297009,0.238472,0.211306,0.223228,0.278496,0.37708,0.514263,0.680767,0.863467,1.04665,1.21371,1.349,1.43977,1.47764,1.45974,1.38898,1.27375,1.12681,0.963692,0.800834,0.653611,0.534616,0.452358,0.410532,0.407895,0.438718,0.493704,0.561212,0.62861,0.683597,0.715363,0.715492,0.678571,0.602505,0.488551,0.341123,0.167399,-0.0232395,-0.21989,-0.410934,-0.584914,-0.731452,-0.842151,-0.911401,-0.93701,-0.920567,-0.867486,-0.786657,-0.689744,-0.590141,-0.501703,-0.437364,-0.407801,-0.420289,-0.477881,-0.579008,-0.71755,-0.883374,-1.06327,-1.24221,-1.40475,-1.53652,-1.62554,-1.66336,-1.64581,-1.57341,-1.45133,-1.28894,-1.09899,-0.896502,-0.69742,-0.517165,-0.369211,-0.263789,-0.206862,-0.199483,-0.237606,-0.312424,-0.411194,-0.51852,-0.61794,-0.693663,-0.732263,-0.724102,-0.664337,-0.553371,-0.396701,-0.2042
51.1731,0.935126,0.448786,3,7,0,1.8473,0.0598738,0.0743922,0.312184,0.439684,0.549905,0.63671,0.695674,0.724358,0.722434,0.691693,0.635991,0.561149,0.474805,0.386154,0.305518,0.243673,0.21091,0.215868,0.264274,0.357779,0.493129,0.661897,0.850934,1.04357,1.22145,1.36683,1.46488,1.50573,1.48585,1.40854,1.28351,1.12546,0.952069,0.781682,0.630929,0.512789,0.43526,0.400787,0.406453,0.444812,0.505173,0.575088,0.641835,0.693693,0.720913,0.716348,0.675749,0.597818,0.484084,0.338672,0.168015,-0.019501,-0.213967,-0.404506,-0.57997,-0.729791,-0.844921,-0.918797,-0.948188,-0.933802,-0.880517,-0.797157,-0.695799,-0.590639,-0.496547,-0.42748,-0.394933,-0.406641,-0.465679,-0.570078,-0.713003,-0.883448,-1.06738,-1.24914,-1.41302,-1.54475,-1.63275,-1.66919,-1.6505,-1.57764,-1.45588,-1.29434,-1.10519,-0.902694,-0.702133,-0.518567,-0.365611,-0.254214,-0.191561,-0.180186,-0.217449,-0.295476,-0.401656,-0.519728,-0.631386,-0.718248,-0.763973,-0.756225,-0.688212,-0.559567,-0.376424,-0.150668
48.9929,0.699652,0.448786,2,3,0,2.40561,0.0677792,0.0671185,0.290264,0.439839,0.563165,0.653416,0.707724,0.726983,0.715043,0.677546,0.620811,0.551073,0.474279,0.396407,0.324073,0.265039,0.228244,0.223093,0.258004,0.338455,0.465023,0.631981,0.826955,1.0319,1.22538,1.38566,1.49422,1.53871,1.51494,1.42748,1.28871,1.11671,0.932345,0.756124,0.605485,0.492777,0.424243,0.399984,0.414747,0.459268,0.521884,0.590128,0.652099,0.697473,0.718137,0.708448,0.665236,0.587651,0.476977,0.336476,0.17131,-0.0115137,-0.203254,-0.393714,-0.571789,-0.726305,-0.847134,-0.926422,-0.959755,-0.94703,-0.892851,-0.806314,-0.700204,-0.589658,-0.490517,-0.417552,-0.382817,-0.394303,-0.455056,-0.562812,-0.710213,-0.885541,-1.07392,-1.25886,-1.42396,-1.5546,-1.63937,-1.67115,-1.64758,-1.57099,-1.44785,-1.2879,-1.10304,-0.906394,-0.711371,-0.531018,-0.377387,-0.260904,-0.189592,-0.168128,-0.196821,-0.270747,-0.37933,-0.506662,-0.632752,-0.735693,-0.794502,-0.792192,-0.71852,-0.571851,-0.359732,-0.0980354
51.6875,1,0.448786,2,3,0,1.42301,0.0730588,0.0742058,0.326629,0.444214,0.547921,0.631328,0.689332,0.71859,0.717857,0.688193,0.633051,0.558227,0.471654,0.383002,0.303062,0.242887,0.212724,0.220818,0.272223,0.367798,0.50359,0.670767,0.856201,1.0437,1.2158,1.35582,1.44998,1.48918,1.47026,1.39636,1.27652,1.12447,0.956788,0.790814,0.642479,0.524495,0.445042,0.407133,0.408651,0.443006,0.50023,0.568333,0.634713,0.687444,0.716334,0.713676,0.674694,0.597721,0.484148,0.338218,0.16668,-0.0216467,-0.216434,-0.406507,-0.580627,-0.728368,-0.841037,-0.912559,-0.940216,-0.925136,-0.872431,-0.790915,-0.692406,-0.59064,-0.499922,-0.433639,-0.402828,-0.414963,-0.473097,-0.575476,-0.715664,-0.883152,-1.06439,-1.24411,-1.4068,-1.53817,-1.62646,-1.66351,-1.64543,-1.57293,-1.4512,-1.28947,-1.10022,-0.898147,-0.698897,-0.517744,-0.368223,-0.260852,-0.20206,-0.193433,-0.231385,-0.307352,-0.408517,-0.519068,-0.621844,-0.700226,-0.740023,-0.731115,-0.668618,-0.553421,-0.392,-0.195556
51.1882,0.922978,0.448786,3,7,0,1.28115,0.0672699,0.0661893,0.314286,0.443647,0.554399,0.639515,0.69471,0.718626,0.712567,0.67993,0.625581,0.555347,0.475794,0.394238,0.318872,0.258751,0.223409,0.221977,0.261809,0.346869,0.476228,0.643119,0.834903,1.03414,1.22065,1.37436,1.47826,1.52103,1.49879,1.41563,1.28287,1.11722,0.938228,0.765442,0.615858,0.501948,0.430537,0.402569,0.413671,0.455306,0.516244,0.584122,0.646836,0.693654,0.71596,0.707644,0.665206,0.587666,0.476392,0.334917,0.168788,-0.0145942,-0.206179,-0.395633,-0.57192,-0.724143,-0.842583,-0.919848,-0.951923,-0.938968,-0.88565,-0.800939,-0.697333,-0.589592,-0.493151,-0.422412,-0.38913,-0.401101,-0.461284,-0.567461,-0.71245,-0.884848,-1.07021,-1.25252,-1.41583,-1.54585,-1.63124,-1.66467,-1.6433,-1.56883,-1.44711,-1.28745,-1.10174,-0.903483,-0.706854,-0.525815,-0.373193,-0.259741,-0.193151,-0.177069,-0.210255,-0.286093,-0.392671,-0.513593,-0.629581,-0.72074,-0.769185,-0.761613,-0.691357,-0.559506,-0.374859,-0.152703
52.0049,0.899264,0.448786,2,3,0,0.810803,0.0648846,0.0719215,0.339429,0.449397,0.547344,0.626799,0.682469,0.710743,0.710085,0.681278,0.627542,0.554481,0.469869,0.383236,0.305231,0.246755,0.217896,0.226747,0.278236,0.373148,0.507533,0.672648,0.855544,1.04029,1.20974,1.34752,1.44017,1.4788,1.46033,1.38789,1.27033,1.12107,0.956344,0.793085,0.646881,0.530194,0.451088,0.412602,0.412777,0.44527,0.500405,0.566481,0.631129,0.682584,0.710724,0.707838,0.669088,0.592716,0.480018,0.335156,0.164821,-0.0222119,-0.215649,-0.404355,-0.577152,-0.723695,-0.835399,-0.906301,-0.93379,-0.919068,-0.867263,-0.787142,-0.690399,-0.590584,-0.501773,-0.437119,-0.407451,-0.420093,-0.478032,-0.57954,-0.718289,-0.883938,-1.06314,-1.24082,-1.40165,-1.53146,-1.61859,-1.65493,-1.63661,-1.56434,-1.44335,-1.28287,-1.09538,-0.895529,-0.698875,-0.520513,-0.373713,-0.268651,-0.211369,-0.203075,-0.23989,-0.313119,-0.410058,-0.515299,-0.612407,-0.685775,-0.72243,-0.713542,-0.655426,-0.549887,-0.403871,-0.228477
51.0121,0.954887,0.448786,3,7,0,0.818154,0.0845823,0.0697441,0.345762,0.451886,0.546775,0.623953,0.678108,0.705609,0.704886,0.67667,0.624073,0.552537,0.469614,0.384581,0.30784,0.250101,0.221358,0.22972,0.280242,0.373908,0.506989,0.670939,0.852935,1.03709,1.2062,1.34384,1.43643,1.47504,1.45657,1.38418,1.26681,1.11796,0.9539,0.791555,0.646433,0.530857,0.452722,0.414902,0.41531,0.447544,0.501946,0.566911,0.630233,0.680342,0.707318,0.703621,0.664535,0.588348,0.476331,0.332547,0.163541,-0.0220839,-0.214199,-0.401806,-0.573816,-0.719919,-0.831514,-0.902589,-0.930463,-0.916269,-0.865079,-0.785617,-0.689545,-0.590391,-0.502202,-0.438092,-0.408846,-0.421733,-0.479694,-0.580964,-0.7192,-0.884076,-1.06228,-1.23883,-1.39847,-1.52716,-1.61336,-1.64906,-1.63049,-1.55844,-1.43812,-1.27875,-1.09268,-0.894437,-0.699389,-0.522459,-0.376763,-0.27236,-0.215225,-0.206544,-0.242461,-0.314334,-0.40955,-0.512838,-0.607961,-0.679597,-0.715159,-0.706291,-0.649838,-0.548121,-0.408498,-0.242277
50.8923,0.944088,0.448786,4,11,0,2.21368,0.0746065,0.0870749,0.318438,0.445127,0.555357,0.642495,0.701253,0.728284,0.722666,0.686222,0.623605,0.542124,0.451281,0.362043,0.285883,0.233674,0.214547,0.234826,0.297185,0.40013,0.53791,0.700889,0.876375,1.04983,1.20636,1.33225,1.41649,1.45196,1.43622,1.3718,1.26587,1.12945,0.976159,0.82069,0.677203,0.557817,0.471369,0.422579,0.411683,0.434572,0.483377,0.547421,0.614416,0.671761,0.707818,0.713029,0.680792,0.608032,0.495433,0.34733,0.171297,-0.0225372,-0.22237,-0.415741,-0.590602,-0.736358,-0.844798,-0.910844,-0.93305,-0.913791,-0.859127,-0.778329,-0.683102,-0.586544,-0.501959,-0.441597,-0.415459,-0.430287,-0.488828,-0.589472,-0.726299,-0.889544,-1.06645,-1.24239,-1.40228,-1.53194,-1.61946,-1.65636,-1.63845,-1.56621,-1.44484,-1.28379,-1.09588,-0.896167,-0.700453,-0.523859,-0.379368,-0.276591,-0.220861,-0.212736,-0.247974,-0.317971,-0.41064,-0.511617,-0.605686,-0.678275,-0.71685,-0.712092,-0.658719,-0.555886,-0.407135,-0.219927
51.8151,0.942378,0.448786,4,15,0,0.806918,0.0609905,0.0670227,0.330201,0.446899,0.549262,0.630508,0.685732,0.712274,0.709804,0.680186,0.627242,0.556493,0.474958,0.390963,0.313902,0.253804,0.220604,0.223095,0.267637,0.356816,0.488359,0.654595,0.842707,1.03587,1.21521,1.36222,1.46139,1.50243,1.48179,1.40309,1.27663,1.11773,0.944579,0.775691,0.627535,0.512622,0.438301,0.406353,0.413334,0.451522,0.510243,0.577348,0.640615,0.688926,0.71313,0.706566,0.665287,0.588075,0.476307,0.333767,0.166421,-0.0178461,-0.209568,-0.398171,-0.572633,-0.722322,-0.83799,-0.912802,-0.943268,-0.929906,-0.877512,-0.794925,-0.694292,-0.589885,-0.49661,-0.428387,-0.396616,-0.408898,-0.468179,-0.572394,-0.714666,-0.884,-1.06641,-1.24633,-1.40816,-1.53776,-1.62376,-1.65853,-1.63879,-1.56572,-1.44478,-1.28511,-1.09876,-0.899679,-0.702716,-0.522458,-0.372103,-0.262317,-0.200158,-0.188173,-0.223805,-0.299263,-0.401989,-0.515783,-0.62253,-0.704355,-0.745914,-0.736466,-0.67137,-0.552736,-0.389109,-0.194214
51.7594,0.995278,0.448786,4,15,0,1.42369,0.0638892,0.080543,0.325916,0.445021,0.550155,0.634747,0.69338,0.722361,0.720207,0.688,0.629548,0.55132,0.462116,0.372463,0.293753,0.237187,0.21259,0.227247,0.284882,0.384948,0.522336,0.687607,0.867759,1.04748,1.21075,1.34265,1.43105,1.46805,1.45094,1.38249,1.27065,1.12754,0.967994,0.807812,0.661932,0.542785,0.459014,0.414698,0.409136,0.437182,0.490043,0.556401,0.623719,0.679564,0.712809,0.714625,0.679187,0.604083,0.490408,0.342598,0.168013,-0.0236706,-0.221227,-0.412761,-0.586652,-0.732511,-0.842076,-0.909987,-0.934358,-0.91707,-0.863741,-0.783347,-0.687494,-0.589391,-0.502625,-0.439837,-0.411444,-0.424545,-0.482131,-0.582683,-0.72023,-0.884836,-1.0635,-1.24136,-1.40308,-1.53431,-1.62304,-1.66073,-1.64316,-1.57079,-1.44881,-1.28667,-1.0972,-0.895534,-0.697633,-0.518865,-0.372528,-0.268584,-0.212669,-0.205527,-0.242901,-0.315943,-0.41209,-0.516338,-0.612788,-0.686292,-0.724012,-0.716731,-0.659743,-0.553256,-0.402234,-0.21575
51.1424,0.958088,0.448786,2,3,0,2.41782,0.0696629,0.0801741,0.312094,0.438242,0.548631,0.63689,0.697938,0.728452,0.727258,0.695608,0.63732,0.558733,0.468446,0.376822,0.295222,0.235026,0.206471,0.217445,0.272366,0.371326,0.509651,0.678006,0.863102,1.04896,1.21864,1.35615,1.4484,1.48681,1.4684,1.39614,1.27863,1.12893,0.962974,0.797588,0.648473,0.528442,0.446088,0.405044,0.40388,0.436604,0.49362,0.56301,0.631926,0.68794,0.720204,0.720346,0.683052,0.606343,0.491588,0.343285,0.168656,-0.0229007,-0.220489,-0.41249,-0.58743,-0.73488,-0.846362,-0.91616,-0.941976,-0.925319,-0.871562,-0.789625,-0.691264,-0.590027,-0.499964,-0.43421,-0.403622,-0.415603,-0.473264,-0.575016,-0.714652,-0.881902,-1.0634,-1.24395,-1.408,-1.54108,-1.63115,-1.66972,-1.65261,-1.58029,-1.45788,-1.2947,-1.10344,-0.899096,-0.697659,-0.514696,-0.363939,-0.255985,-0.197237,-0.189194,-0.228184,-0.305595,-0.40862,-0.521466,-0.626921,-0.708119,-0.750314,-0.74245,-0.678333,-0.557278,-0.384127,-0.16867
51.9888,0.997751,0.448786,3,7,0,1.02334,0.066418,0.0761397,0.336156,0.448638,0.548646,0.62969,0.686372,0.714931,0.713714,0.68351,0.627721,0.552327,0.465616,0.377661,0.299546,0.242364,0.216074,0.228312,0.283302,0.381041,0.516889,0.681693,0.862494,1.04377,1.20908,1.34299,1.43287,1.47046,1.45291,1.38311,1.26935,1.12422,0.963077,0.802116,0.6565,0.538644,0.456937,0.415028,0.411709,0.441357,0.494837,0.560701,0.626511,0.680143,0.710918,0.710503,0.673511,0.597823,0.484634,0.338265,0.165791,-0.0235123,-0.218843,-0.408669,-0.58161,-0.727349,-0.837535,-0.906593,-0.932347,-0.916386,-0.864096,-0.784317,-0.688633,-0.590334,-0.503155,-0.439906,-0.41115,-0.424069,-0.481659,-0.582339,-0.720017,-0.884629,-1.06307,-1.24042,-1.40139,-1.53171,-1.61955,-1.65653,-1.63858,-1.56629,-1.44484,-1.28361,-1.09531,-0.894879,-0.698101,-0.520207,-0.374421,-0.270697,-0.214716,-0.207284,-0.244189,-0.316589,-0.411883,-0.515019,-0.610096,-0.682082,-0.718444,-0.710499,-0.654297,-0.550959,-0.406401,-0.230527
49.4996,0.834051,0.448786,3,7,0,0.376384,0.0783152,0.0671889,0.367223,0.460554,0.544849,0.61396,0.66263,0.687079,0.685458,0.658169,0.608011,0.540139,0.461838,0.382092,0.310936,0.258604,0.23451,0.246126,0.297904,0.39038,0.519646,0.677336,0.851199,1.02627,1.18649,1.31663,1.4042,1.441,1.42423,1.35681,1.24697,1.10711,0.952248,0.798067,0.659061,0.54691,0.469309,0.429362,0.425566,0.452314,0.50081,0.560224,0.61894,0.66574,0.690819,0.686568,0.648082,0.573432,0.46369,0.322781,0.157169,-0.0246003,-0.212476,-0.395605,-0.563137,-0.705105,-0.813319,-0.882193,-0.909409,-0.896325,-0.848037,-0.773057,-0.682614,-0.589611,-0.507373,-0.448285,-0.422504,-0.43686,-0.494098,-0.592525,-0.726114,-0.885044,-1.05663,-1.22651,-1.38005,-1.5037,-1.58629,-1.62004,-1.60132,-1.5309,-1.41396,-1.25953,-1.07975,-0.888765,-0.701445,-0.532053,-0.392918,-0.293252,-0.238225,-0.228404,-0.259648,-0.323507,-0.408111,-0.4995,-0.583231,-0.646072,-0.677568,-0.671235,-0.625231,-0.542393,-0.429651,-0.296931
51.9669,1,0.448786,2,3,0,0.832418,0.0714709,0.0716943,0.341662,0.450334,0.547278,0.626028,0.681266,0.709339,0.708654,0.679948,0.626402,0.553597,0.469296,0.383022,0.305413,0.247345,0.218869,0.228025,0.279685,0.374582,0.508736,0.673404,0.855676,1.0397,1.2084,1.34556,1.43777,1.47624,1.45792,1.38589,1.26897,1.12047,0.956504,0.793899,0.648155,0.531684,0.452542,0.413799,0.413561,0.445563,0.500211,0.565867,0.630209,0.681486,0.70957,0.706723,0.668076,0.591842,0.479297,0.334594,0.164429,-0.0224119,-0.215623,-0.404067,-0.576571,-0.722815,-0.834245,-0.904942,-0.932332,-0.917645,-0.866024,-0.786223,-0.689903,-0.590565,-0.502223,-0.437966,-0.408572,-0.421327,-0.479208,-0.580496,-0.718893,-0.884106,-1.06284,-1.24006,-1.40049,-1.52998,-1.61689,-1.65311,-1.63476,-1.56257,-1.44174,-1.28152,-1.0944,-0.895019,-0.698911,-0.521139,-0.374915,-0.270337,-0.213362,-0.205112,-0.241651,-0.314263,-0.410285,-0.514414,-0.610381,-0.682795,-0.718919,-0.710153,-0.652992,-0.549349,-0.406174,-0.234467
50.8935,0.9117,0.448786,3,7,0,0.855622,0.0593754,0.0606127,0.308648,0.444184,0.559631,0.646261,0.699322,0.718334,0.706502,0.669477,0.613923,0.546368,0.472697,0.398371,0.329174,0.272023,0.235332,0.228519,0.260562,0.337839,0.461827,0.627371,0.822141,1.02763,1.22166,1.38184,1.4893,1.53189,1.50607,1.41726,1.27856,1.10835,0.927225,0.754976,0.60807,0.497974,0.430406,0.405428,0.418198,0.460127,0.52024,0.586564,0.647384,0.692284,0.712895,0.703327,0.660283,0.582958,0.472787,0.333185,0.169361,-0.0117934,-0.201784,-0.390696,-0.567624,-0.721444,-0.841919,-0.921014,-0.954175,-0.941304,-0.887165,-0.801119,-0.696171,-0.587504,-0.490737,-0.420177,-0.387292,-0.399557,-0.459746,-0.565679,-0.710409,-0.882837,-1.06871,-1.25196,-1.41631,-1.54695,-1.63208,-1.66417,-1.64058,-1.56365,-1.44012,-1.28013,-1.09595,-0.900907,-0.70833,-0.530927,-0.380265,-0.266286,-0.196658,-0.175875,-0.204195,-0.276664,-0.382614,-0.505999,-0.626802,-0.723491,-0.77619,-0.76998,-0.697622,-0.561068,-0.371366,-0.146929
49.9637,0.965945,0.448786,3,7,0,0.504895,0.0881761,0.0658451,0.35811,0.456285,0.54473,0.617024,0.667847,0.693527,0.692436,0.665205,0.614779,0.546326,0.467019,0.385669,0.31219,0.256854,0.229344,0.237641,0.286862,0.378217,0.508308,0.668949,0.84765,1.02879,1.19535,1.33102,1.42232,1.4604,1.44224,1.37102,1.25566,1.10954,0.948718,0.789779,0.647854,0.53488,0.458432,0.421179,0.420982,0.451546,0.503459,0.565453,0.625708,0.67303,0.697825,0.692797,0.653367,0.577853,0.467449,0.326049,0.159961,-0.022487,-0.211447,-0.396177,-0.565791,-0.710127,-0.820664,-0.891415,-0.919683,-0.906548,-0.856999,-0.779646,-0.685998,-0.589387,-0.50363,-0.441591,-0.413816,-0.427379,-0.485096,-0.585177,-0.721352,-0.883463,-1.05844,-1.23157,-1.3879,-1.51369,-1.59764,-1.63198,-1.6131,-1.54188,-1.42353,-1.26713,-1.08485,-0.890849,-0.700105,-0.527099,-0.384521,-0.282076,-0.22549,-0.215834,-0.249282,-0.31737,-0.407814,-0.505826,-0.595816,-0.66327,-0.69654,-0.688289,-0.636342,-0.543823,-0.418547,-0.271784
50.1858,0.978582,0.448786,2,3,0,1.03656,0.0855057,0.0643755,0.327725,0.446988,0.551024,0.632634,0.686936,0.711725,0.707398,0.676588,0.623656,0.554246,0.475025,0.393596,0.318481,0.258982,0.224699,0.224612,0.265746,0.351645,0.480992,0.646781,0.836365,1.03255,1.21565,1.36618,1.46771,1.50941,1.48762,1.40635,1.27659,1.1145,0.938999,0.769047,0.621223,0.507814,0.435717,0.40616,0.415183,0.454691,0.51383,0.580472,0.642586,0.689364,0.712014,0.704213,0.662278,0.585121,0.474096,0.332811,0.166937,-0.0159889,-0.206816,-0.395181,-0.570105,-0.720826,-0.837827,-0.913938,-0.945357,-0.932394,-0.879783,-0.796453,-0.694745,-0.589176,-0.494874,-0.425923,-0.393805,-0.406128,-0.465791,-0.57065,-0.713723,-0.883894,-1.06704,-1.24745,-1.4094,-1.53868,-1.62396,-1.65775,-1.63703,-1.56328,-1.44221,-1.28307,-1.09783,-0.90016,-0.704455,-0.524853,-0.374231,-0.263199,-0.19908,-0.184966,-0.218977,-0.293923,-0.397564,-0.513597,-0.623363,-0.708132,-0.75163,-0.742397,-0.675536,-0.553504,-0.385762,-0.187338
51.1514,0.943882,0.448786,3,7,0,0.556328,0.0582147,0.0651578,0.338451,0.449567,0.547905,0.626578,0.68045,0.70658,0.704366,0.675454,0.623505,0.553936,0.473682,0.390991,0.315166,0.256129,0.223706,0.226597,0.271092,0.359751,0.490316,0.655178,0.841622,1.03297,1.21051,1.35594,1.45396,1.49444,1.47395,1.39616,1.27124,1.11435,0.943385,0.776551,0.630023,0.5161,0.442033,0.409635,0.415606,0.452438,0.509699,0.575452,0.637628,0.685192,0.709006,0.702372,0.66129,0.584484,0.473288,0.331459,0.164948,-0.0183734,-0.209062,-0.396585,-0.569976,-0.718679,-0.833535,-0.907798,-0.93806,-0.924903,-0.873144,-0.791594,-0.69231,-0.589419,-0.497636,-0.430677,-0.399756,-0.412342,-0.47133,-0.574692,-0.715671,-0.883448,-1.06423,-1.24263,-1.40318,-1.53183,-1.61721,-1.65171,-1.63199,-1.55923,-1.43887,-1.28006,-1.09486,-0.897216,-0.701925,-0.523479,-0.374921,-0.266705,-0.205647,-0.194049,-0.229143,-0.303022,-0.403147,-0.513532,-0.616492,-0.694808,-0.733979,-0.72421,-0.661782,-0.549551,-0.396469,-0.216205
51.334,1,0.448786,2,3,0,0.6028,0.0603684,0.062279,0.329952,0.447927,0.551106,0.631934,0.68534,0.709143,0.703965,0.672744,0.620095,0.55174,0.474173,0.394608,0.321077,0.262435,0.228036,0.226893,0.266339,0.350397,0.47825,0.643246,0.832852,1.02972,1.21381,1.36522,1.46721,1.50877,1.48634,1.40418,1.27362,1.11112,0.935749,0.766475,0.619708,0.50748,0.43642,0.407551,0.416812,0.456111,0.514686,0.580539,0.641782,0.687734,0.709706,0.70146,0.659375,0.5824,0.471886,0.331388,0.166469,-0.0154771,-0.205454,-0.393218,-0.56785,-0.718567,-0.835766,-0.912159,-0.943838,-0.931057,-0.878554,-0.795314,-0.693749,-0.588423,-0.49446,-0.425886,-0.394087,-0.406575,-0.466193,-0.570797,-0.713459,-0.883148,-1.06582,-1.2458,-1.40736,-1.53625,-1.6211,-1.65445,-1.63331,-1.5593,-1.43827,-1.2796,-1.09527,-0.898847,-0.70452,-0.526145,-0.376338,-0.265541,-0.201064,-0.186137,-0.21912,-0.293084,-0.395975,-0.51154,-0.621047,-0.705627,-0.748922,-0.73956,-0.672977,-0.552195,-0.387375,-0.194197
50.9814,0.971908,0.448786,2,3,0,0.626392,0.0616846,0.0585676,0.317213,0.445843,0.556939,0.641416,0.693921,0.713331,0.702311,0.666174,0.611443,0.544648,0.471728,0.398177,0.329751,0.273289,0.237104,0.230536,0.262526,0.339456,0.462828,0.627511,0.821184,1.02537,1.21792,1.37659,1.48272,1.52442,1.4984,1.41021,1.27295,1.10478,0.925936,0.755783,0.610397,0.501003,0.433281,0.407453,0.418967,0.459565,0.518549,0.584101,0.644521,0.689304,0.709945,0.700435,0.657434,0.580169,0.470165,0.330939,0.167758,-0.0125007,-0.201428,-0.389237,-0.565151,-0.718138,-0.838002,-0.916714,-0.949718,-0.936928,-0.883148,-0.797776,-0.693827,-0.58642,-0.491025,-0.421732,-0.389765,-0.402398,-0.462298,-0.567308,-0.710634,-0.881415,-1.06566,-1.24755,-1.41094,-1.54105,-1.62605,-1.65828,-1.635,-1.55846,-1.43536,-1.27587,-1.09235,-0.898137,-0.70662,-0.530476,-0.381191,-0.268572,-0.200109,-0.180089,-0.208549,-0.280334,-0.384638,-0.505408,-0.622835,-0.715887,-0.765519,-0.757934,-0.687174,-0.556402,-0.377521,-0.16917
50.9104,0.998888,0.448786,2,3,0,0.626834,0.0629162,0.0578222,0.315235,0.445492,0.557906,0.643023,0.695353,0.71391,0.701729,0.664588,0.60941,0.542917,0.470954,0.39868,0.331385,0.275486,0.239069,0.231525,0.262109,0.337671,0.460167,0.624749,0.819121,1.02456,1.21851,1.37827,1.48489,1.52637,1.49955,1.4103,1.27205,1.10323,0.924212,0.7543,0.609414,0.500576,0.433297,0.407718,0.419296,0.459842,0.51874,0.584224,0.644601,0.689336,0.709885,0.700229,0.65706,0.579672,0.469668,0.330608,0.167739,-0.0121466,-0.200766,-0.388451,-0.564482,-0.717796,-0.838089,-0.91718,-0.950381,-0.937543,-0.883502,-0.797764,-0.693476,-0.585868,-0.490449,-0.421269,-0.38946,-0.402196,-0.462085,-0.566977,-0.710149,-0.880841,-1.06515,-1.24725,-1.41097,-1.5414,-1.62656,-1.6587,-1.63508,-1.55804,-1.43447,-1.27471,-1.09126,-0.897485,-0.706636,-0.531161,-0.382285,-0.269624,-0.200627,-0.179721,-0.207238,-0.27837,-0.382594,-0.503955,-0.622509,-0.716876,-0.767553,-0.760336,-0.689054,-0.55695,-0.376295,-0.166296
